Name,Url,Rating,Tags,Description
Project Execution: Running the Project,https://www.coursera.org/learn/project-execution-google,4.8,"Business Process Management, Leadership, Storytelling, Writing, Strategy and Operations, Data Analysis, Operations Management, Entrepreneurship, Leadership and Management, Leadership Development, Communication, Risk Management, Project, Data Visualization, Human Resources, Finance, Project Management, Project Plan",This is the fourth course in the Google Project Management Certificate program. This course will delve into the execution and
Game Theory,https://www.coursera.org/learn/game-theory-1,4.6,"Entrepreneurship, Sales, Marketing, Probability & Statistics, Strategy and Operations, Strategy, Mathematics, Research and Design, Game Theory, Leadership and Management, Bayesian","Popularized by movies such as ""A Beautiful Mind,"" game theory is the mathematical modeling of strategic interaction among rational (and"
The Business of Music Production,https://www.coursera.org/specializations/business-music-production,4.8,"Accounting, Brand Management, Business Analysis, Communication, Contract Management, Creativity, Critical Thinking, Entrepreneurship, General Accounting, History, Human Computer Interaction, Human Resources, Law, Leadership and Management, Marketing, Media Production, Research and Design, Strategy and Operations, Talent Management, User Experience","In the current music industry, it is crucial that artists and producers are armed with a clear understanding of how"
Web Design for Everybody: Basics of Web Development & Coding,https://www.coursera.org/specializations/web-design,4.7,"Computer Graphics, Computer Programming, HTML and CSS, Human Computer Interaction, Interactive Design, Javascript, Network Security, Programming Principles, Web Design, Web Development","This Specialization covers how to write syntactically correct HTML5 and CSS3, and how to create interactive web experiences with JavaScript"
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",https://www.coursera.org/learn/deep-neural-network,4.9,"Python Programming, Mathematical Optimization, Statistical Programming, Machine Learning, Mathematical Theory & Analysis, Deep Learning, Mathematics, Theoretical Computer Science, Algorithms, Probability & Statistics, Statistical Machine Learning, Applied Machine Learning, Hyperparameter, Computer Programming, Artificial Neural Networks, Machine Learning Algorithms, General Statistics, Tensorflow","In the second course of the Deep Learning Specialization, you will open the deep learning black box to understand the"
Introduction to Cyber Security,https://www.coursera.org/specializations/intro-cyber-security,4.7,"Algorithms, BlockChain, Computer Networking, Computer Security Models, Cryptography, Cyberattacks, Finance, Leadership and Management, Mobile Development, Mobile Security, Network Security, Operating Systems, Risk, Risk Management, Security, Security Engineering, Security Software, Software Security, System Security, Theoretical Computer Science",Introduction to Cyber Security was designed to help learners develop a deeper understanding of modern information and system protection technology
User Experience Research and Design,https://www.coursera.org/specializations/michiganux,4.7,"Accounting, Big Data, Business Analysis, Business Psychology, Communication, Computer Graphics, Data Analysis, Data Management, Design and Product, Entrepreneurship, Evaluation, Experience, Financial Analysis, General Statistics, Human Computer Interaction, Interactive Design, Market Research, Persona Research, Principle, Probability & Statistics, Research and Design, Software Engineering, Software Testing, Survey Creation, User Experience, User Experience Design, User Research, Visual Design","Integrate UX Research and UX Design to create great products through understanding user needs, rapidly generating prototypes, and evaluating design"
Build Wireframes and Low-Fidelity Prototypes,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,4.9,"Software Architecture, Website Wireframe, Storyboarding, Paper Prototyping, Software Engineering, Theoretical Computer Science, Design and Product, Web Development, Web Design, User Experience, Product Design, Human Computer Interaction",Build Wireframes and Low-Fidelity Prototypes is the third course in a certificate program that will equip you with the
Excel to MySQL: Analytic Techniques for Business,https://www.coursera.org/specializations/excel-mysql,4.6,"Algebra, Big Data, Business Analysis, Business Communication, Communication, Computational Logic, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Analysis Software, Data Management, Data Visualization, Data Visualization Software, Database Theory, Databases, Entrepreneurship, Exploratory Data Analysis, Finance, Financial Management, General Statistics, Investment Management, Leadership and Management, Marketing, Mathematical Theory & Analysis, Mathematics, Probability, Probability & Statistics, Probability Distribution, Problem Solving, Process, Regression, Regression Analysis, Research and Design, Risk Management, SQL, Spreadsheet Software, Statistical Programming, Strategy and Operations, Theoretical Computer Science","Formulate data questions, explore and visualize large datasets, and inform strategic decisions.\n\nIn this Specialization, youâll learn to"
"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai,4.6,"Statistical Programming, Python Programming, Theoretical Computer Science, Mathematics, Mathematical Theory & Analysis, Numpy, Pandas, Computer Programming, Extract, Transform, Load, Python Libraries, Computational Logic, Data Management","Kickstart your learning of Python for data science, as well as programming in general, with this beginner-friendly introduction to"
Introduction to Machine Learning in Production,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,4.8,"Change Management, Modeling, Probability & Statistics, Machine Learning, Strategy and Operations, Leadership and Management, Machine Learning Algorithms, Estimation, General Statistics, Data Management, Applied Machine Learning","In the first course of Machine Learning Engineering for Production Specialization, you will identify the various components and design an"
Microsoft Azure Data Engineering Associate (DP-203),https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering,4.4,"Accounting, Analytics, Apache, Application Development, Big Data, Business Psychology, Cloud Computing, Cloud Storage, Computer Networking, Computer Programming, Continuous Integration, Data Architecture, Data Management, Data Warehousing, Databases, DevOps, Entrepreneurship, Extract, Transform, Load, Leadership and Management, Microsoft Azure, Network Security, NoSQL, Organizational Development, SQL, Security, Security Engineering, Security Strategy, Software Engineering, Software Engineering Tools, Statistical Programming",This Professional Certificate is intended for data engineers and developers who want to demonstrate their expertise in designing and implementing
Foundations of Management,https://www.coursera.org/specializations/foundations-management,4.8,"Accounting, Analysis, Brand Management, Business Analysis, Business Psychology, Culture, Data Analysis, Entrepreneurship, Finance, Financial Accounting, Financial Analysis, Financial Management, Flow Network, Forecasting, General Accounting, Human Resources, Leadership, Leadership Development, Leadership and Management, Market Research, Marketing, Probability & Statistics, Research and Design",Good management is equal parts knowing and doing. No matter what industry you work in or where you are in
Real-World Product Management,https://www.coursera.org/specializations/real-world-product-management,4.5,"Collaboration, Communication, Design and Product, Entrepreneurship, Leadership and Management, Product Design, Product Management, Strategy and Operations, Technical Product Management",Created and offered by ADVANCING WOMEN IN TECH (AWIT). Sponsored by AMAZON WEB SERVICES (AWS).\n\nLearn product management using
Robotics,https://www.coursera.org/specializations/robotics,4.4,"Algorithms, Applied Machine Learning, Bioinformatics, Computer Programming, Computer Vision, Data Analysis, Data Analysis Software, Entrepreneurship, General Statistics, Geometry, Leadership and Management, Linear Algebra, Machine Learning, Mathematics, Path (Variable), Planning, Probability & Statistics, Problem Solving, Research and Design, Supply Chain and Logistics, Theoretical Computer Science","The Introduction to Robotics Specialization introduces you to the concepts of robot flight and movement, how robots perceive their environment"
Leading People and Teams,https://www.coursera.org/specializations/leading-teams,4.7,"Business Psychology, Collaboration, Communication, Conflict Management, Entrepreneurship, Human Resources, Influencing, Leadership, Leadership Development, Leadership and Management, Marketing, People Development, Performance, Performance Management, Recruitment, Sales, Strategy, Strategy and Operations, Talent Management, Team Management","In this specialization, you will learn essential leadership skills, including how to inspire and motivate individuals, manage talent, influence without"
Drug Development Product Management,https://www.coursera.org/specializations/drug-development-product-management,4.6,"Accounting, Bioinformatics, Collaboration, Communication, Entrepreneurship, Experiment, General Accounting, General Statistics, Human Resources, Innovation, Leadership Development, Leadership and Management, Marketing, Probability & Statistics, Research and Design, Sales, Strategy, Strategy and Operations","Pharmaceutical and biotech companies are spending years and millions of dollars developing drugs or promising new biologics, all with the"
Self-Driving Cars,https://www.coursera.org/specializations/self-driving-cars,4.7,"Artificial Neural Networks, Communication, Computer Graphic Techniques, Computer Graphics, Computer Programming, Computer Vision, Decision Making, Deep Learning, Entrepreneurship, Estimation, Feature Engineering, General Statistics, Graph Theory, Leadership and Management, Linear Algebra, Machine Learning, Mathematical Theory & Analysis, Mathematics, Modeling, Planning, Probability & Statistics, Probability Distribution, Python Programming, Statistical Programming, Supply Chain and Logistics",Be at the forefront of the autonomous driving industry. With market researchers predicting a $42-billion market and more than
Anatomy,https://www.coursera.org/specializations/anatomy,4.8,,"In this Specialization you will explore human anatomy using a systems approach, and a vast library of multimedia materials, so"
Algorithms for Battery Management Systems,https://www.coursera.org/specializations/algorithms-for-battery-management-systems,4.7,"Account Management, Algebra, Algorithms, Computer Programming, Data Analysis, Data Analysis Software, Data Management, Data Model, Design and Product, Differential Equations, Entrepreneurship, Estimation, Feature Engineering, General Statistics, Leadership and Management, Linear Algebra, Machine Learning, Markov Model, Material Handling, Mathematical Theory & Analysis, Mathematics, Operating Systems, Other Programming Languages, Probability & Statistics, Probability Distribution, Problem Solving, Product Lifecycle, Product Management, Research and Design, Sales, Software Engineering, Software Testing, Statistical Machine Learning, Strategy and Operations, Supply Chain and Logistics, System Programming, Systems Design, Theoretical Computer Science","In this specialization, you will learn the major functions that must be performed by a battery management system, how lithium"
"Songwriting: Writing, Arranging, and Producing Music",https://www.coursera.org/specializations/songwriting,4.8,"Business Analysis, Business Psychology, Communication, Creativity, Critical Thinking, Culture, Entrepreneurship, Leadership and Management, Research and Design, Storytelling, Strategy and Operations, Writing",This specialization will provide aspiring and established songwriters with the strategies and practices to develop hit songs. The award-winning
Private Equity and Venture Capital,https://www.coursera.org/learn/private-equity,4.8,"Accounting, Stock, Investment, Finance, Investment Management","The course deals with the analysis of the private equity and venture capital business. \nOver the course, students will be"
Project Management Principles and Practices,https://www.coursera.org/specializations/project-management,4.7,"Budget, Budget Management, Change Management, Communication, Conflict Management, Entrepreneurship, Finance, Human Resources, Leadership and Management, Operations Research, Planning, Probability & Statistics, Project Management, Research and Design, Risk, Risk Management, Schedule, Statistical Tests, Strategy and Operations, Supply Chain and Logistics",This specialization is a precursor to the Applied Project Management Certificate. Project management has been proven to be the most
AI for Medicine,https://www.coursera.org/specializations/ai-for-medicine,4.7,"Algorithms, Analysis, Applied Machine Learning, Computer Graphics, Decision Tree, Deep Learning, Euler'S Totient Function, Feature Engineering, General Statistics, Machine Learning, Machine Learning Algorithms, Modeling, Natural Language Processing, Probability & Statistics, Random Forest, Randomness, Theoretical Computer Science","AI is transforming the practice of medicine. Itâs helping doctors diagnose patients more accurately, make predictions about patientsâ future"
Think like a CFO,https://www.coursera.org/specializations/thinklikeacfo,4.8,"Accounting, Business Analysis, Corporate Accouting, Correlation And Dependence, Data Analysis, Finance, Financial Accounting, Financial Analysis, Financial Management, Flow Network, Forecasting, General Accounting, Investment, Leadership and Management, Market Analysis, Marketing, Probability & Statistics, Risk, Risk Management",The Think like a CFO Specialization will help you learn the language of finance. You will gain a firm understanding
Introduction to User Experience Design,https://www.coursera.org/learn/user-experience-design,4.5,"User Research, User Experience Design, User Interface, Market Research, Design and Product, Human Computer Interaction, Entrepreneurship, Change Management, Leadership and Management, Strategy and Operations, Research and Design, Experience, Software Engineering, Application Development, Product Design, User Experience, Business Psychology, Usability",The focus of this course is to introduce the learner to User Experience (UX) Design\n\nUser Experience design is
Coding for Everyone: C and C++,https://www.coursera.org/specializations/coding-for-everyone,4.5,"C Programming Language Family, Computer Program, Computer Programming, Data Structures, Mathematics, Other Programming Languages, Programming Principles","This Specialization is intended for all programming enthusiasts, as well as beginners, computer and other scientists, and artificial intelligence enthusiasts"
Strategic Leadership and Management,https://www.coursera.org/specializations/strategic-leadership,4.8,"Analysis, Business Process Management, Business Psychology, Change Management, Communication, Conflict Management, Corporate Bond, Culture, Decision Making, Entrepreneurship, Finance, Human Resources, Human Resources Operations, Leadership, Leadership Development, Leadership and Management, Marketing, Mergers & Acquisitions, Negotiation, Organizational Development, Performance Management, Sales, Strategy, Strategy and Operations","Through this 6-course Specialization in Strategic Leadership and Management, you will learn the fundamentals of effectively leading people, teams"
System Administration and IT Infrastructure Services,https://www.coursera.org/learn/system-administration-it-infrastructure-services,4.7,"Software As A Service, Computer Networking, Database Administration, Security Engineering, Network Security, Networking Hardware, Cloud Platforms, Cloud Storage, Leadership and Management, Computer Architecture, Database Application, Databases, Supply Chain and Logistics, Planning, Data Architecture, Network Architecture, Backup, Data Management, Hardware Design, Product Lifecycle, Cloud Computing",This course will transition you from working on a single computer to an entire fleet. Systems administration is the field
Bookkeeping Basics,https://www.coursera.org/learn/bookkeeping-basics,4.6,"Balance Sheet, Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Financial Accounting, Accounts Payable and Receivable",This is the first course in a series of four that will give you the skills needed to start your
Machine Learning on Google Cloud,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,4.5,"Algorithms, Apache, Applied Machine Learning, Bayesian Statistics, Business Analysis, Business Psychology, Cloud Computing, Computational Thinking, Computer Architecture, Computer Programming, Data Analysis, Data Management, Deep Learning, Entrepreneurship, Exploratory Data Analysis, Feature Engineering, General Statistics, Google Cloud Platform, Hardware Design, Machine Learning, Probability & Statistics, Python Programming, Regression, Statistical Programming, Theoretical Computer Science","What is machine learning, and what kinds of problems can it solve? How can you build, train, and deploy machine"
Share Data Through the Art of Visualization,https://www.coursera.org/learn/visualize-data,4.6,"Research and Design, Business Analysis, Interactive Data Visualization, Storytelling, Tableau Software, Data Analysis, Leadership and Management, Analysis, Presentation, Entrepreneurship, Business Communication, Data Visualization Software, Data Visualization, Communication, Data Analysis Software, Problem Solving, Software, Visual Design",This is the sixth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed
Entrepreneurship: Growing Your Business,https://www.coursera.org/specializations/entrepreneurship-growing-your-business,4.7,"Accounting, Accounts Payable and Receivable, Business Development, Business Psychology, Communication, Corporate Bond, Customer Relationship Management, Decision Making, Entrepreneurship, Ethics, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Innovation, Leadership and Management, Marketing, Research and Design, Sales, Social Entrepreneurship, Sustainability","Growing a business needs a dynamic set of skills, ranging from leadership, employee management, strategy, planning, finance, accounting, ethics, accountability"
Intellectual Property Law,https://www.coursera.org/specializations/introduction-intellectual-property,4.8,".Properties, Accounting, Brand Management, Intellectual Property, Law, Marketing",Intellectual property is the currency of the tech world. The pharmaceutical patent for Lipitor generated over $100 billion in revenue
"Influencing: Storytelling, Change Management and Governance",https://www.coursera.org/specializations/influencing-storytelling-change-management,4.7,"Business Analysis, Business Process Management, Change Management, Communication, Conflict Management, Critical Thinking, Data Analysis, Decision Making, Entrepreneurship, Finance, Human Resources, Influencing, Leadership, Leadership and Management, Marketing, Negotiation, Presentation, Probability & Statistics, Research and Design, Risk Management, Sales, Statistical Tests, Storytelling, Strategy and Operations",The ability to influence without force or coercion is important in any organization and at all levels. Modern managers must
Good with Words: Writing and Editing,https://www.coursera.org/specializations/good-with-words,4.7,"Communication, Editing, Entrepreneurship, Leadership and Management, Marketing, Project Management, Sales, Strategy, Strategy and Operations, Writing",Perhaps the most important thing students and professionals of all kinds can do to improve their effectiveness is embrace the
"Effective Communication: Writing, Design, and Presentation",https://www.coursera.org/specializations/effective-business-communication,4.8,"Business Communication, Communication, Computer Graphics, Entrepreneurship, Graphic Design, Leadership and Management, Planning, Presentation, Research and Design, Speech, Storytelling, Supply Chain and Logistics, Visual Design, Writing",Over seventy companies and tens of thousands of students worldwide have used Effective Communication to deliver ideas powerfully in the
U.S. Federal Taxation,https://www.coursera.org/specializations/united-states-federal-taxation,4.8,"Accounting, Budget Management, Finance, Generally Accepted Accounting Principles (GAAP), Taxes, Utility",This Specialization introduces the U.S. federal tax system via conceptual and applied material. Learners will be able to apply
Investment Management with Python and Machine Learning,https://www.coursera.org/specializations/investment-management-python-machine-learning,4.6,"Accounting, Applied Machine Learning, Business Analysis, Computer Programming, Data Analysis, Data Mining, Finance, Financial Analysis, Investment, Investment Management, Leadership and Management, Machine Learning, Machine Learning Algorithms, Markov Model, Natural Language Processing, Probability & Statistics, Python Programming, Regression, Risk, Risk Management, Statistical Analysis, Statistical Programming",The Data Science and Machine Learning for Asset Management Specialization has been designed to deliver a broad and comprehensive introduction
Meta Front-End Developer,https://www.coursera.org/professional-certificates/meta-front-end-developer,4.7,"Business Psychology, Computer Architecture, Computer Networking, Computer Programming, Computer Programming Tools, Data Management, Data Structures, Front-End Web Development, HTML and CSS, Javascript, Network Architecture, Network Model, Network Security, Operations Research, Programming Principles, React (web framework), Research and Design, Security Engineering, Strategy and Operations, Theoretical Computer Science, User Experience Design, Web Design, Web Development, Web Development Tools",Want to get started in the world of coding and build beautiful websites as a career? This 9-course program
AI Product Management,https://www.coursera.org/specializations/ai-product-management-duke,4.6,"Algorithms, Artificial Neural Networks, Business Psychology, Computer Networking, Computer Vision, Data Management, Data Structures, Database Administration, Databases, Deep Learning, Design and Product, Econometrics, Entrepreneurship, General Statistics, Human Computer Interaction, Leadership and Management, Machine Learning, Machine Learning Algorithms, Natural Language Processing, Network Security, Operating Systems, Probability & Statistics, Product Management, Project, Regression, Research and Design, Security Engineering, Strategy and Operations, Systems Design, Theoretical Computer Science, User Experience, User Experience Design",Organizations in every industry are accelerating their use of artificial intelligence and machine learning to create innovative new products and
Introduction to Computer Science and Programming,https://www.coursera.org/specializations/introduction-computer-science-programming,4.2,"Arithmetic, Computational Logic, Computational Thinking, Computer Architecture, Computer Networking, Computer Program, Computer Programming, Data Visualization, Mathematics, Microarchitecture, Network Security, Plot (Graphics), Security Engineering, Theoretical Computer Science",This specialisation covers topics ranging from basic computing principles to the mathematical foundations required for computer science. You will learn
C# Programming for Unity Game Development,https://www.coursera.org/specializations/programming-unity-game-development,4.6,"Applied Mathematics, C Programming Language Family, C Sharp (Programming Language), Computer Graphics, Computer Programming, Entrepreneurship, FinTech, Finance, Interactive Design, Interfaces, Java Annotation, Leadership and Management, Linear Algebra, Mathematics, Other Programming Languages, Problem Solving, Research and Design, Software Engineering, Software Engineering Tools, User Interface, Video Game Development",This specialization is intended for beginning programmers who want to learn how to program Unity games using C#. The
Business Statistics and Analysis,https://www.coursera.org/specializations/business-statistics-analysis,4.7,"Basic Descriptive Statistics, Business Analysis, Computer Programming, Correlation And Dependence, Data Analysis, Data Analysis Software, Data Mining, Data Visualization, Econometrics, Experiment, General Statistics, Mathematics, Plot (Graphics), Probability & Statistics, Probability Distribution, Regression, Regression Analysis, Spreadsheet Software, Statistical Analysis, Statistical Tests, Statistical Visualization",The Business Statistics and Analysis Specialization is designed to equip you with a basic understanding of business data analysis tools
Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling,4.6,"Mathematics, Entrepreneurship, Probability Distribution, Modeling, Regression Analysis, Sales, Design and Product, Analysis, Strategy and Operations, Product Marketing, Regression, Strategy, Marketing, Probability & Statistics, Linear Regression, Market Research, Leadership and Management, Linearity, Product Management, General Statistics, Probability, Research and Design","How can you put data to work for you? Specifically, how can numbers in a spreadsheet tell us about present"
Data Analysis with R Programming,https://www.coursera.org/learn/data-analysis-r,4.8,"Statistical Programming, Plot (Graphics), Ggplot2, Business Analysis, Analysis, R Programming, Statistical Analysis, Data Analysis, Computer Programming Tools, Computer Programming, Rstudio, Data Visualization",This course is the seventh course in the Google Data Analytics Certificate. These courses will equip you with the skills
Applied Data Science with R,https://www.coursera.org/specializations/applied-data-science-r,4.5,"Advertising, Business Analysis, Communication, Computational Logic, Computer Programming, Data Analysis, Data Management, Data Visualization, Databases, Extract, Transform, Load, Marketing, Plot (Graphics), Probability & Statistics, Programming Principles, R Programming, Regression, SQL, Statistical Analysis, Statistical Programming, Theoretical Computer Science",This Specialization is intended for anyone with a passion for learning who is seeking to develop the job-ready skills
Creating Business Value with Data and Looker,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,4.7,"Application Development, Business Analysis, Business Intelligence, Cloud Computing, Computer Programming, Computer Programming Tools, Data Analysis, Data Management, Data Visualization, Data Visualization Software, Data Warehousing, Databases, Machine Learning, Programming Principles, Software Engineering, Software Engineering Tools",This series of courses introduces data in the cloud and Looker to someone who would like to become a Looker
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",https://www.coursera.org/learn/introduction-tensorflow,4.7,"Computer Graphic Techniques, Convolutional Neural Network, Python Programming, Keras, Deep Learning, Artificial Neural Networks, Computer Graphics, Programming Principles, Computer Vision, Statistical Programming, Machine Learning, Applied Machine Learning, Tensorflow, Computer Programming","If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to"
Data Analysis with R,https://www.coursera.org/specializations/statistics,4.7,"Bayesian Statistics, Business Analysis, Data Analysis, Data Mining, Data Visualization, Econometrics, Experiment, Exploratory Data Analysis, General Statistics, Inference, Machine Learning, Machine Learning Algorithms, Mathematics, Plot (Graphics), Probability & Statistics, Probability Distribution, R Programming, Regression, Regression Analysis, Statistical Analysis, Statistical Programming, Statistical Tests","In this Specialization, you will learn to analyze and visualize data in R and create reproducible data analysis reports, demonstrate"
"Product Ideation, Design, and Management",https://www.coursera.org/specializations/product-ideation-design-and-management,4.5,"Accounting, Agile Software Development, Business Analysis, Collaboration, Communication, Computer Architecture, Computer Networking, Data Analysis, Decision Making, Design and Product, Entrepreneurial Finance, Entrepreneurship, Finance, Financial Analysis, Human Computer Interaction, Human Resources, Leadership Development, Leadership and Management, Market (Economics), Marketing, Network Architecture, Operations Management, Product Design, Product Development, Product Management, Product Marketing, Product Strategy, Professional Development, Project Management, Sales, Software Architecture, Software Engineering, Software Testing, Strategy, Strategy and Operations, Supply Chain and Logistics, Theoretical Computer Science, User Experience, User Research","This Specialization is designed for aspiring and active product leaders seeking to pursue careers in product management, product design, and"
Instructional Design Foundations and Applications,https://www.coursera.org/learn/instructional-design-foundations-applications,4.1,"Analysis, Talent Management, Leadership and Management, Instructional Design, Research and Design, Human Resources, Business Psychology, Visual Design, Training","This course, Instructional Design Foundations, introduces learners to the conceptual and theoretical foundations of instructional design as well as the"
Sports Performance Analytics,https://www.coursera.org/specializations/sports-analytics,4.4,"Basic Descriptive Statistics, Bayesian Statistics, Business Analysis, Computer Programming, Correlation And Dependence, Critical Thinking, Data Analysis, Data Visualization, Econometrics, General Statistics, Machine Learning, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Python Programming, Regression, Research and Design, Statistical Analysis, Statistical Programming, Strategy and Operations","Sports analytics has emerged as a field of research with increasing popularity propelled, in part, by the real-world success"
PostgreSQL for Everybody,https://www.coursera.org/specializations/postgresql-for-everybody,4.7,"Cloud Applications, Cloud Computing, Computational Logic, Computer Programming, Data Management, Data Structures, Database Design, Databases, Javascript, Machine Learning, Mathematical Theory & Analysis, Mathematics, Modeling, Natural Language Processing, NoSQL, PostgreSQL, Programming Principles, Python Programming, Relational Database, SQL, Software Architecture, Software Engineering, Statistical Programming, Theoretical Computer Science, Web Development","Across these four courses, youâll learn how to use the PostgreSQL database and explore topics ranging from database design"
Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture,4.6,"Analysis, Architecture, Computational Thinking, Computer Architecture, Computer Programming, Design and Product, Distributed Computing Architecture, Full-Stack Web Development, Object-Oriented Programming, Operating Systems, Product Design, Programming Principles, Software, Software Architecture, Software Engineering, Software Framework, System Programming, Theoretical Computer Science, Web Development","In the Software Design and Architecture Specialization, you will learn how to apply design principles, patterns, and architectures to create"
Learn Spanish: Basic Spanish Vocabulary,https://www.coursera.org/specializations/learn-spanish,4.6,"Business Psychology, Communication, Culture, Leadership and Management, Speech","Â¿Habla usted espaÃ±ol? Spanish is the second most spoken language on earth, second only to Mandarin, and growing in"
Neuroscience and Neuroimaging,https://www.coursera.org/specializations/computational-neuroscience,4.6,"Account Management, Accounting, Accounting Software, Adaptability, Advertising Sales, Algebra, Amazon Web Services, Analysis, Artificial Neural Networks, Bioinformatics, Business Analysis, Business Psychology, Cloud Computing, Cloud Storage, Communication, Computer Graphic Techniques, Computer Graphics, Computer Programming, Computer Programming Tools, Computer Vision, Correlation And Dependence, Data Analysis, Data Mining, Data Visualization, Entrepreneurship, Experiment, General Statistics, Machine Learning, Machine Learning Algorithms, Marketing, Mathematics, Modeling, Operating Systems, Probability & Statistics, R Programming, Regression, Sales, Statistical Analysis, Statistical Programming, Statistical Tests, Statistical Visualization, Systems Design, Theoretical Computer Science",This specialization combines the strength of 4 different neuroscience courses into a cohesive learning experience. Taught by Johns Hopkins University
Geographic Information Systems  (GIS),https://www.coursera.org/specializations/gis,4.8,"Analysis, ArcGIS, Data Analysis, Data Management, Data Model, Data Structures, Data Visualization, Databases, Entrepreneurship, Geometry, Geovisualization, Leadership and Management, Machine Learning, Mathematics, Problem Solving, Research and Design, Software, Spatial Analysis, Spatial Data Analysis, Statistical Programming, Theoretical Computer Science",Knowledge of Geographic Information Systems (GIS) is an increasingly sought after skill in industries from agriculture to public health. This
Design and Interpretation of Clinical Trials,https://www.coursera.org/learn/clinical-trials,4.7,"Basic Descriptive Statistics, Probability & Statistics, Data Analysis, General Statistics, Experiment, Interpretation",Clinical trials are experiments designed to evaluate new interventions to prevent or treat disease in humans. The interventions evaluated can
Supply Chain Analytics,https://www.coursera.org/specializations/supply-chain-analytics,4.6,"Accounting, Analysis, Analytics, Big Data, Budget Management, Business Analysis, Business Intelligence, Chaining, Data Analysis, Data Management, Entrepreneurship, Finance, Financial Analysis, Inventory Management, Leadership and Management, Marketing, Operations Management, Planning, Probability & Statistics, Regression, Sales, Strategy, Strategy and Operations, Supply Chain Systems, Supply Chain and Logistics","This Specialization is intended for people seeking to integrate supply chain management with data analytics. Through five courses, you will"
Biostatistics in Public Health,https://www.coursera.org/specializations/biostatistics-public-health,4.8,"Analysis, Basic Descriptive Statistics, Biostatistics, Business Analysis, Data Analysis, Data Visualization, Econometrics, Experiment, Feature Engineering, General Statistics, Machine Learning, Mobile Development, Plot (Graphics), Probability & Statistics, Probability Distribution, Regression, Risk, Statistical Analysis, Statistical Tests, Statistical Visualization, iOS Development","This specialization is intended for public health and healthcare professionals, researchers, data analysts, social workers, and others who need a"
SAS Visual Business Analytics,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,4.7,"Accounting, Analysis, Analytics, Business Analysis, Data Analysis, Data Mining, Data Visualization, Forecasting, Geovisualization, Machine Learning, Natural Language Processing, Probability & Statistics, SAS (Software), Software, Statistical Programming, Theoretical Computer Science","Using SAS Visual Analytics, you will learn to access and manipulate data, analyze data with a variety of interactive reports"
Branding: The Creative Journey,https://www.coursera.org/specializations/branding-the-creative-journey,4.6,"Brand Management, Communication, Creativity, Customer Experience, Customer Relationship Management, Customer Success, Entrepreneurship, Finance, Human Computer Interaction, Influencing, Journalism, Leadership and Management, Marketing, Media Production, Media Strategy & Planning, Public Relations, Research and Design, Sales, Storytelling, Strategy and Operations, Supply Chain and Logistics, User Experience",This Specialization aims to make branding concepts accessible to every learner and to teach them to analyze and apply all
Introduction to Financial Accounting,https://www.coursera.org/learn/wharton-accounting,4.7,"Accounting, Balance Sheet, General Accounting, Analysis, Cash Flow, Flow Network, Financial Statement, Accounts Payable and Receivable, Generally Accepted Accounting Principles (GAAP), Financial Accounting, Finance","Master the technical skills needed to analyze financial statements and disclosures for use in financial analysis, and learn how accounting"
Introduction to Python Programming,https://www.coursera.org/learn/python-programming-intro,4.4,"Mathematics, Python Programming, Statistical Programming, Mathematical Theory & Analysis, Computer Programming",This course provides an introduction to programming and the Python language.  Students are introduced to core programming concepts like data
Everyday Excel,https://www.coursera.org/specializations/everyday-excel,4.7,"Advertising, Analysis, Business Analysis, Communication, Computer Architecture, Computer Graphic Techniques, Computer Graphics, Computer Networking, Data Analysis, Data Analysis Software, Marketing, Network Architecture, Spreadsheet Software",This Specialization is for learners wishing to learn Microsoft Excel from beginner level to expert level. The first two courses
Risk Management,https://www.coursera.org/specializations/risk-management,4.5,"Accounting, Audit, Budget Management, Business Analysis, Entrepreneurship, Finance, General Statistics, Human Resources, Leadership, Leadership Development, Leadership and Management, Operational Analysis, Probability, Probability & Statistics, Probability Distribution, Problem Solving, Regression, Regulations and Compliance, Research and Design, Risk Management, Software Engineering, Software Testing, Strategy and Operations, Supply Chain and Logistics","This 4-course Specialization from the New York Institute of Finance (NYIF) is intended for STEM undergraduates, finance practitioners, bank"
